product_id,store_id,date,sales,revenue,stock,price,promo_type_1,sales_id
P0131,S0096,2018-11-04,2.0,5.56,36.0,3.0,PR14,6818347017980445944
P0162,S0096,2017-01-23,0.0,0.0,6.0,4.5,PR14,9145077274473615306
P0718,S0103,2019-11-30,,,,23.75,PR14,3676828666478304167
P0256,S0110,2018-06-19,1.0,42.29,4.0,49.9,PR14,7812694174239073054
P0536,S0082,2019-01-30,0.0,0.0,21.0,4.1,PR14,840094732191844736
P0017,S0070,2019-10-24,0.0,0.0,21.0,2.95,PR14,3590182204422837752
P0116,S0078,2019-12-08,,,,1.15,PR14,8675192218931071849
P0718,S0002,2017-09-10,0.0,0.0,16.0,13.0,PR05,8072922424278008873
P0660,S0061,2019-04-15,0.0,0.0,16.0,7.75,PR14,8814601092976910858
P0304,S0139,2018-03-02,0.0,0.0,14.0,19.9,PR14,3417370625080092231
P0237,S0108,2019-01-10,0.0,0.0,3.0,29.0,PR14,1085397297500183932
P0348,S0037,2019-07-11,0.0,0.0,19.0,2.2,PR14,526170739025858118
P0035,S0030,2019-03-12,2.0,10.09,4.0,5.45,PR14,7006713743864855993
P0503,S0051,2019-12-05,,,,31.9,PR14,7454878005658040391
P0464,S0020,2019-10-03,0.0,0.0,10.0,22.9,PR14,1533942879176002780
P0141,S0051,2019-02-22,1.0,2.73,12.0,2.95,PR14,2148595975576522398
P0042,S0144,2018-05-02,0.0,0.0,6.0,5.5,PR05,2143457554906662779
P0325,S0129,2019-03-20,0.0,0.0,13.0,12.95,PR14,6128938929853746518
P0584,S0107,2019-04-22,0.0,0.0,2.0,12.0,PR05,2970981673589000244
P0602,S0026,2018-04-28,0.0,0.0,5.0,11.9,PR03,4260782669983388612
P0499,S0096,2017-02-27,3.0,2.08,18.0,0.75,PR14,8092174710305415274
P0351,S0105,2019-03-04,0.0,0.0,2.0,99.9,PR14,3618713625912804619
P0198,S0001,2017-03-09,3.0,1.39,25.0,0.5,PR14,5235193591961950164
P0363,S0081,2018-05-27,1.0,10.19,13.0,,PR14,8231777472138456946
P0329,S0051,2019-09-19,0.0,0.0,5.0,7.0,PR14,4949908607152996777
P0364,S0076,2019-11-27,,,,1.75,PR14,8910268343476059016
P0090,S0074,2019-07-11,0.0,0.0,17.0,4.9,PR14,155593679702771340
P0705,S0073,2017-01-11,0.0,0.0,10.0,11.65,PR14,5147884665619739914
P0500,S0065,2018-05-30,0.0,0.0,69.0,7.95,PR14,4269508588462894612
P0010,S0090,2018-10-09,0.0,0.0,25.0,35.95,PR14,8504772830003373055
P0042,S0122,2017-09-29,1.0,4.66,8.0,5.5,PR14,8189503374940453468
P0174,S0142,2017-02-24,0.0,0.0,8.0,3.0,PR14,8343296093127834653
P0178,S0038,2019-06-04,0.0,0.0,9.0,16.5,PR14,3559531512944311921
P0122,S0038,2019-09-21,0.0,0.0,5.0,59.95,PR05,257678766035876643
P0372,S0111,2019-04-12,0.0,0.0,48.0,4.9,PR14,7244841689651849026
P0477,S0032,2019-08-12,0.0,0.0,1.0,9.9,PR14,3581827584622498206
P0297,S0097,2018-04-22,0.0,0.0,14.0,14.95,PR14,3563717765729641915
P0548,S0062,2018-05-26,1.0,1.81,10.0,1.95,PR14,8802287388768360073
P0572,S0040,2018-02-09,5.0,4.63,1.0,1.0,PR14,3226561209256890086
P0185,S0140,2018-10-14,0.0,0.0,1.0,0.75,PR14,8979661442543326072
P0381,S0110,2019-06-29,0.0,0.0,30.0,5.45,PR14,6158228235504752392
P0162,S0050,2019-03-15,0.0,0.0,9.0,5.9,PR05,1392759705282964200
P0059,S0018,2019-06-05,1.0,15.17,4.0,17.9,PR14,8650721703179989967
P0426,S0078,2019-08-22,0.0,0.0,16.0,,PR14,62290632667997776
P0536,S0095,2019-05-16,0.0,0.0,14.0,4.25,PR14,4224760446749779864
P0138,S0135,2019-02-02,0.0,0.0,1.0,19.9,PR14,4141074947220361245
P0711,S0108,2018-10-11,0.0,0.0,8.0,12.9,PR14,8824916464719699954
P0506,S0023,2019-04-05,0.0,0.0,12.0,11.9,PR14,3201119175906125510
P0279,S0085,2018-08-23,0.0,0.0,9.0,26.95,PR14,5781896802174720402
P0584,S0115,2017-10-07,0.0,0.0,10.0,11.45,PR14,4076659280137101883
P0700,S0050,2019-01-28,0.0,0.0,3.0,34.9,PR14,8125684070567507108
P0286,S0030,2018-01-13,0.0,0.0,11.0,1.15,PR14,7431515842835360026
P0694,S0102,2018-03-10,0.0,0.0,11.0,4.75,PR14,5725977789644137476
P0148,S0029,2017-10-25,0.0,0.0,4.0,,PR14,5665346080228241515
P0260,S0102,2019-07-21,0.0,0.0,8.0,15.0,PR14,7586288578433943036
P0389,S0031,2018-03-20,0.0,0.0,6.0,10.45,PR14,1188988371122090688
P0406,S0115,2018-08-28,0.0,0.0,32.0,13.5,PR14,4198104815052953300
P0569,S0034,2017-05-27,0.0,0.0,38.0,3.0,PR14,3199221850170455957
P0185,S0022,2017-03-01,0.0,0.0,6.0,0.75,PR14,131218216539365179
P0587,S0043,2017-03-27,0.0,0.0,28.0,3.99,PR14,4852395199253528499
P0297,S0108,2018-03-17,0.0,0.0,6.0,14.95,PR14,6187050386527902993
P0611,S0082,2017-01-21,0.0,0.0,2.0,12.0,PR14,5326543499622999459
P0574,S0042,2019-08-23,2.0,5.46,9.0,2.95,PR14,2251677373476864450
P0286,S0032,2017-01-24,0.0,0.0,8.0,1.0,PR14,1558870515910975921
P0125,S0066,2019-01-29,0.0,0.0,66.0,3.25,PR03,8835766413828412537
P0116,S0103,2019-04-06,0.0,0.0,19.0,1.15,PR14,4872407880043321193
P0678,S0090,2017-08-05,0.0,0.0,5.0,15.9,PR14,1209691755776302946
P0226,S0132,2018-05-14,0.0,0.0,7.0,1.9,PR14,3780690661363518395
P0454,S0107,2019-04-15,1.0,3.15,7.0,3.4,PR14,5336935319719051263
P0608,S0103,2018-06-28,0.0,0.0,7.0,9.9,PR14,2845183043434631473
P0390,S0001,2019-07-01,0.0,0.0,10.0,17.9,PR14,3066617387896644230
P0399,S0117,2017-02-01,0.0,0.0,2.0,4.5,PR14,156477254939100672
P0116,S0083,2018-06-15,0.0,0.0,24.0,1.15,PR10,9157772223304589883
P0046,S0091,2017-04-09,0.0,0.0,9.0,34.5,PR14,4000543474337366617
P0156,S0091,2018-10-02,0.0,0.0,14.0,19.9,PR03,4427130906981290953
P0397,S0063,2018-07-22,0.0,0.0,12.0,5.0,PR14,6150091780844761482
P0185,S0062,2018-11-29,2.0,1.5,1.0,0.75,PR14,746809661992528228
P0140,S0041,2017-05-25,0.0,0.0,3.0,5.5,PR14,2715900417453687835
P0456,S0110,2017-03-29,0.0,0.0,2.0,31.9,PR14,2357818273740353281
P0042,S0001,2018-10-08,0.0,0.0,34.0,4.5,PR14,5903315663723316603
P0534,S0028,2018-02-07,0.0,0.0,12.0,,PR14,3194998501838879127
P0548,S0004,2019-03-27,1.0,2.22,19.0,2.4,PR14,8819022333617495742
P0448,S0083,2018-09-23,0.0,0.0,24.0,4.05,PR14,5947834403958059428
P0691,S0016,2017-03-24,0.0,0.0,1.0,3.0,PR14,1872636711315144225
P0100,S0096,2018-06-16,1.0,5.9,8.0,5.9,PR14,1914244450569624666
P0733,S0049,2019-07-29,1.0,0.69,65.0,0.75,PR14,3798925782457404252
P0116,S0120,2018-06-25,3.0,3.19,9.0,1.15,PR14,157190690892972644
P0325,S0032,2017-10-24,0.0,0.0,10.0,9.25,PR14,6816882144670895634
P0311,S0054,2017-01-10,0.0,0.0,6.0,1.0,PR14,1188819175165097366
P0515,S0038,2018-01-02,0.0,0.0,3.0,229.9,PR14,401206984106782229
P0651,S0085,2018-01-10,0.0,0.0,30.0,15.5,PR14,6587691108642991156
P0726,S0035,2017-12-12,1.0,0.93,9.0,1.0,PR14,999627130150387559
P0543,S0001,2017-07-03,0.0,0.0,23.0,2.5,PR14,923526907230027674
P0184,S0108,2018-06-03,0.0,0.0,15.0,49.9,PR14,454085357685588085
P0277,S0025,2018-11-13,0.0,0.0,6.0,4.5,PR14,4098951591760193581
P0649,S0031,2019-03-07,0.0,0.0,6.0,3.95,PR05,7277351924171014115
P0639,S0101,2018-04-02,2.0,13.89,0.0,7.5,PR14,2076916963457148972
P0216,S0046,2018-12-31,0.0,0.0,1.0,7.0,PR14,7079801361694048489
P0556,S0013,2019-02-12,0.0,0.0,8.0,20.9,PR14,3864634911909648892
P0665,S0003,2018-02-02,0.0,0.0,7.0,10.75,PR14,2564568879137691461
P0640,S0131,2019-08-24,0.0,0.0,1.0,42.5,PR14,1800063832194677615
P0591,S0055,2017-01-27,0.0,0.0,6.0,7.45,PR14,4120589301178203298
P0477,S0094,2017-11-28,0.0,0.0,18.0,4.9,PR14,4079748901016380503
P0425,S0088,2017-08-19,0.0,0.0,6.0,5.9,PR14,8313633534922419444
P0046,S0104,2017-11-22,0.0,0.0,9.0,32.5,PR14,5449429624925049681
P0574,S0060,2019-01-22,0.0,0.0,8.0,2.5,PR14,4392093043946975546
P0140,S0119,2019-09-27,0.0,0.0,5.0,8.5,PR14,7019641403059908751
P0327,S0112,2017-12-19,0.0,0.0,22.0,,PR14,7012875790622179174
P0327,S0002,2017-06-23,0.0,0.0,5.0,3.1,PR14,8243560387437310118
P0241,S0025,2019-11-14,,,,16.95,PR14,2959837569265427739
P0206,S0002,2017-10-08,0.0,0.0,7.0,1.75,PR14,3273389752724292303
P0718,S0072,2018-08-20,0.0,0.0,11.0,,PR14,8435061246703724035
P0011,S0048,2019-04-24,0.0,0.0,5.0,59.9,PR14,844541542268023243
P0730,S0048,2019-10-24,0.0,0.0,15.0,19.9,PR14,7264929936124894957
P0684,S0115,2019-06-14,0.0,0.0,4.0,159.75,PR14,3751701052540858409
P0491,S0104,2019-05-03,0.0,0.0,8.0,39.9,PR14,5331816889309972806
P0229,S0065,2018-07-11,0.0,0.0,11.0,8.5,PR14,538598340514446881
P0341,S0042,2018-12-28,0.0,0.0,4.0,39.95,PR14,5771035322260779505
P0572,S0098,2018-10-16,0.0,0.0,15.0,1.75,PR14,1810459763908162067
P0356,S0113,2018-12-18,1.0,2.78,31.0,3.0,PR14,4592091858903291260
P0287,S0107,2017-04-08,0.0,0.0,7.0,7.95,PR05,8343257860224653996
P0681,S0015,2017-03-09,0.0,0.0,6.0,9.9,PR14,7811402178190997745
P0428,S0054,2019-04-01,0.0,0.0,5.0,29.95,PR05,5395749202356276632
P0399,S0115,2018-01-04,0.0,0.0,35.0,4.9,PR14,1926330685615539469
P0642,S0054,2018-09-17,0.0,0.0,10.0,3.0,PR14,1304838440565082457
P0055,S0096,2017-12-30,0.0,0.0,28.0,3.5,PR05,7117932631920705504
P0090,S0086,2018-02-28,0.0,0.0,29.0,3.25,PR14,7896443759836123585
P0394,S0027,2018-09-02,1.0,0.93,8.0,1.0,PR14,1920429283785025490
P0324,S0048,2018-11-26,0.0,0.0,25.0,115.5,PR05,805510061331047131
P0662,S0055,2018-09-26,0.0,0.0,10.0,8.0,PR14,347077673939165924
P0116,S0030,2018-01-08,0.0,0.0,16.0,1.15,PR14,89106824887350637
P0660,S0110,2018-03-15,0.0,0.0,11.0,5.95,PR10,1845244567733363508
P0681,S0032,2018-06-01,0.0,0.0,5.0,11.9,PR14,815207409209457317
P0726,S0074,2017-07-26,0.0,0.0,14.0,1.0,PR14,5010585959222379181
P0348,S0128,2019-03-25,0.0,0.0,19.0,2.2,PR14,9162683193121568892
P0059,S0020,2018-04-23,2.0,18.47,12.0,12.5,PR10,7634304452784929905
P0679,S0115,2018-01-26,0.0,0.0,3.0,49.9,PR14,7446990147107317949
P0150,S0001,2017-09-12,0.0,0.0,1.0,12.99,PR14,3441862699767416193
P0718,S0065,2018-12-29,0.0,0.0,24.0,23.75,PR14,1375088537383195311
P0406,S0002,2019-10-07,0.0,0.0,2.0,15.9,PR05,5972039267391256626
P0187,S0020,2018-09-28,4.0,48.98,1.0,28.9,PR05,2181349507214322490
P0233,S0108,2017-02-16,0.0,0.0,5.0,39.9,PR14,5781550319638893593
P0017,S0051,2017-05-30,0.0,0.0,57.0,1.49,PR14,4295128759958511046
P0391,S0072,2019-06-13,0.0,0.0,1.0,179.9,PR05,3436246788373136324
P0198,S0020,2017-06-15,0.0,0.0,102.0,0.65,PR14,5929847336826739759
P0241,S0087,2017-08-15,0.0,0.0,3.0,12.95,PR05,4963895441610390844
P0458,S0065,2019-06-02,0.0,0.0,1.0,7.25,PR14,8979314906986349661
P0454,S0125,2019-03-01,0.0,0.0,5.0,3.4,PR14,2987557315085284582
P0704,S0082,2019-01-03,0.0,0.0,20.0,3.1,PR05,5675635684126258103
P0277,S0142,2019-09-29,0.0,0.0,12.0,4.95,PR14,5987561417235876791
P0187,S0038,2018-03-30,0.0,0.0,9.0,21.99,PR14,8711993514599113795
P0536,S0002,2019-07-20,1.0,4.4,10.0,4.25,PR14,4109306013349477244
P0078,S0083,2019-03-05,0.0,0.0,9.0,6.5,PR14,2382439525234821016
P0732,S0062,2017-06-03,0.0,0.0,13.0,8.95,PR14,5617054993944011382
P0275,S0083,2018-07-29,0.0,0.0,56.0,2.45,PR14,104753094695025547
P0615,S0038,2019-08-20,0.0,0.0,10.0,34.9,PR14,6821838070287892472
P0179,S0104,2019-03-18,0.0,0.0,12.0,3.0,PR14,5719830894793117588
P0015,S0125,2018-03-01,0.0,0.0,11.0,3.5,PR14,8895927007413906976
P0587,S0002,2019-12-03,,,,7.25,PR06,6008261999982024177
P0286,S0107,2018-02-06,0.0,0.0,23.0,1.15,PR14,2955712014216733689
P0399,S0070,2017-03-03,0.0,0.0,6.0,4.5,PR14,6892796722063795777
P0639,S0060,2018-03-02,1.0,7.18,6.0,7.75,PR14,6896041382096587759
P0692,S0015,2019-06-24,0.0,0.0,38.0,3.5,PR14,1305038040997234631
P0185,S0051,2019-03-20,0.0,0.0,2.0,0.75,PR14,3633382174870352681
P0726,S0018,2018-05-16,0.0,0.0,17.0,1.0,PR14,1670840503741609644
P0395,S0142,2019-08-29,0.0,0.0,8.0,37.5,PR14,549231929894675383
P0026,S0073,2019-03-29,0.0,0.0,19.0,4.95,PR07,4230938528119780081
P0369,S0038,2017-03-06,0.0,0.0,7.0,19.95,PR14,6756421025901199607
P0639,S0084,2019-02-02,0.0,0.0,7.0,9.75,PR14,4488267339373484730
P0275,S0072,2017-08-19,2.0,3.7,23.0,,PR14,7981835419629587974
P0427,S0135,2017-06-25,0.0,0.0,6.0,2.45,PR14,7679530264616932399
P0572,S0008,2017-12-13,0.0,0.0,10.0,1.0,PR14,4963658838579980512
P0171,S0037,2018-11-15,0.0,0.0,2.0,15.9,PR14,8058457160955509571
P0660,S0144,2019-08-29,0.0,0.0,6.0,7.75,PR05,8376775913534930987
P0532,S0020,2019-06-02,0.0,0.0,47.0,3.9,PR14,5543554452474213887
P0362,S0139,2019-07-14,0.0,0.0,6.0,5.75,PR14,2490342121878294369
P0180,S0085,2019-05-19,0.0,0.0,6.0,49.9,PR14,7283004371983290410
P0197,S0015,2018-12-09,0.0,0.0,7.0,6.5,PR14,4137222216444144550
P0103,S0122,2017-07-31,1.0,2.73,61.0,2.95,PR14,8642695261825926250
P0405,S0060,2018-03-23,0.0,0.0,6.0,19.9,PR14,2827789060016133692
P0737,S0050,2019-12-08,,,,12.95,PR05,6516735495631413679
P0165,S0126,2018-05-02,0.0,0.0,15.0,1.5,PR14,276286127770984786
P0175,S0086,2018-07-19,0.0,0.0,21.0,5.5,PR14,3302475182326035942
P0501,S0026,2019-09-29,0.0,0.0,5.0,,PR14,2031309482683344668
P0704,S0058,2017-12-18,0.0,0.0,7.0,2.35,PR14,1004499915507901279
P0651,S0049,2019-08-11,0.0,0.0,9.0,19.9,PR14,1130341507161693174
P0668,S0126,2019-05-21,0.0,0.0,2.0,19.9,PR14,1566271627465532163
P0350,S0072,2019-09-25,0.0,0.0,13.0,3.95,PR14,535828453555050955
P0438,S0058,2018-03-30,11.0,5.09,40.0,0.5,PR14,2626539311871678562
P0709,S0022,2019-11-26,,,,7.5,PR14,4007127859614363298
P0726,S0010,2017-05-16,2.0,1.85,14.0,1.0,PR14,6272413731102616727
P0651,S0013,2019-09-19,0.0,0.0,3.0,19.9,PR14,803080176635868278
P0114,S0084,2019-11-06,,,,0.65,PR14,6053392201495656091
P0318,S0123,2018-05-24,0.0,0.0,33.0,1.0,PR14,9121507147785620548
P0115,S0066,2019-12-05,,,,5.95,PR14,542236837992465372
P0372,S0115,2017-11-21,0.0,0.0,52.0,3.5,PR14,9029549051695710176
P0657,S0142,2018-01-03,0.0,0.0,12.0,7.9,PR14,7953247620314507875
P0499,S0132,2017-02-21,1.0,0.69,12.0,0.75,PR14,2402834043994994160
P0726,S0078,2018-06-17,0.0,0.0,16.0,1.0,PR14,3189233641859892370
P0453,S0045,2019-04-30,0.0,0.0,24.0,8.5,PR14,1589798867805544417
P0322,S0115,2019-04-07,0.0,0.0,14.0,6.9,PR14,8460150867185774755
P0015,S0064,2019-12-04,,,,4.95,PR14,701773241139958343
P0042,S0031,2018-03-08,0.0,0.0,12.0,5.5,PR05,6789075856229919977
P0017,S0085,2018-05-08,2.0,3.61,73.0,1.95,PR14,2898159736288460280
P0475,S0026,2019-11-18,,,,22.9,PR14,6587016262447230478
P0280,S0132,2017-10-07,1.0,5.92,18.0,6.99,PR14,7133076952047987224
P0148,S0035,2018-09-20,0.0,0.0,1.0,6.75,PR14,5967167273429671436
P0609,S0056,2018-12-18,0.0,0.0,8.0,1.0,PR14,2349627703099673014
P0169,S0020,2017-04-13,0.0,0.0,15.0,4.99,PR14,4934415775785476094
P0079,S0051,2019-07-18,0.0,0.0,7.0,2.6,PR14,8229128802311832537
P0260,S0143,2018-02-21,0.0,0.0,8.0,19.5,PR14,2041929866041116517
P0663,S0096,2019-03-04,0.0,0.0,22.0,5.95,PR17,8772056832847921703
P0721,S0025,2018-09-16,1.0,8.43,4.0,9.95,PR14,1820409553175065748
P0150,S0026,2017-12-03,0.0,0.0,8.0,12.99,PR14,7123821550150651515
P0461,S0094,2018-02-10,0.0,0.0,11.0,16.5,PR14,23767933684473546
P0614,S0096,2017-03-15,0.0,0.0,5.0,15.9,PR14,5687097807946972643
P0590,S0136,2019-08-01,2.0,1.76,19.0,0.95,PR14,93140320994080044
P0574,S0063,2017-06-04,0.0,0.0,1.0,1.95,PR14,396561693917869346
P0333,S0018,2017-12-17,3.0,5.56,11.0,2.0,PR14,4500217270166446236
P0499,S0078,2019-01-14,2.0,1.85,7.0,1.0,PR14,5876471050781170047
P0286,S0104,2019-03-11,0.0,0.0,101.0,1.45,PR14,4113886198546724351
P0116,S0111,2018-09-17,0.0,0.0,42.0,1.15,PR14,5223086855768352598
P0428,S0050,2018-07-10,1.0,27.73,10.0,29.95,PR14,115335863237568359
P0219,S0070,2019-02-16,1.0,13.84,2.0,14.95,PR14,3882543320167153130
P0348,S0074,2018-05-24,2.0,3.69,2.0,2.65,PR05,4873637680401377856
P0716,S0072,2019-10-14,0.0,0.0,2.0,7.9,PR14,8705967400807574741
P0463,S0110,2019-08-25,0.0,0.0,8.0,14.99,PR14,6422122799125033350
P0735,S0023,2017-04-23,1.0,9.11,6.0,10.75,PR14,5335939923936838034
P0490,S0040,2018-12-31,0.0,0.0,6.0,76.95,PR14,4363569622474183202
P0714,S0101,2018-09-28,0.0,0.0,20.0,7.5,PR14,1803944487084288160
P0438,S0141,2017-08-09,0.0,0.0,19.0,0.5,PR14,7825882404485065914
P0249,S0055,2017-02-10,0.0,0.0,17.0,1.9,PR14,2435297555097468996
P0590,S0107,2017-07-28,1.0,0.56,41.0,0.6,PR14,881599399423997694
P0042,S0020,2018-02-28,0.0,0.0,15.0,5.5,PR14,8742255553765692965
P0590,S0063,2017-07-20,0.0,0.0,12.0,0.6,PR14,7564081169244817930
P0704,S0144,2019-10-07,0.0,0.0,3.0,3.95,PR14,1651497893134507057
P0212,S0090,2018-03-07,0.0,0.0,5.0,10.75,PR14,4420670072912363215
P0079,S0096,2018-02-09,1.0,2.41,7.0,2.6,PR14,2442849829184705319
P0611,S0062,2018-10-13,0.0,0.0,11.0,18.0,PR14,7250718255323139897
P0212,S0013,2019-10-12,0.0,0.0,3.0,14.45,PR14,4668447174460841979
P0356,S0005,2018-04-20,0.0,0.0,24.0,2.5,PR14,2264010644806069288
P0412,S0055,2018-01-03,0.0,0.0,6.0,7.45,PR14,819979080635774835
P0639,S0101,2018-07-16,1.0,6.71,8.0,7.25,PR14,1669120916619387556
P0318,S0062,2018-06-27,1.0,0.93,19.0,1.0,PR14,1541753317640485298
P0015,S0055,2017-12-11,0.0,0.0,5.0,2.85,PR14,6779272370161360671
P0506,S0123,2019-02-01,0.0,0.0,5.0,11.9,PR14,6120456246389357774
P0536,S0118,2019-04-13,0.0,0.0,12.0,4.25,PR14,2255984452058393891
P0231,S0028,2018-04-29,0.0,0.0,13.0,,PR14,355322627352634558
P0402,S0055,2018-01-19,0.0,0.0,13.0,7.75,PR14,2801791605223222115
P0585,S0001,2018-05-20,0.0,0.0,4.0,13.95,PR14,3934617043628038069
P0239,S0078,2019-08-31,0.0,0.0,6.0,7.95,PR14,3421832275382401826
P0500,S0064,2019-04-29,0.0,0.0,10.0,12.0,PR14,5910186100194351062
P0090,S0073,2019-05-21,0.0,0.0,2.0,4.9,PR14,7216758322871315095
P0318,S0004,2019-03-07,0.0,0.0,3.0,1.75,PR14,4957228619134420931
P0738,S0108,2018-11-26,0.0,0.0,4.0,9.95,PR14,5831164685987670550
P0300,S0104,2018-09-05,0.0,0.0,8.0,44.9,PR14,816137103036333372
P0481,S0019,2019-03-26,0.0,0.0,9.0,8.9,PR14,8842617472865432641
P0549,S0043,2019-09-22,0.0,0.0,4.0,15.5,PR14,6667394860172888325
P0622,S0110,2019-01-26,0.0,0.0,3.0,34.95,PR14,4619637091760826811
P0114,S0035,2017-06-14,0.0,0.0,24.0,0.45,PR14,6140153103366305758
P0068,S0097,2017-05-21,0.0,0.0,34.0,5.59,PR06,8761598844579330552
P0471,S0060,2019-06-28,0.0,0.0,4.0,41.95,PR14,5313048827193626983
P0425,S0022,2017-10-29,0.0,0.0,8.0,5.9,PR14,3119038673530784731
P0213,S0028,2018-09-21,0.0,0.0,46.0,27.9,PR06,7521356024959027407
P0348,S0141,2017-05-27,0.0,0.0,2.0,2.15,PR05,25302464828983882
P0585,S0026,2018-06-27,0.0,0.0,8.0,13.9,PR03,1047066791891753655
P0740,S0013,2019-04-29,0.0,0.0,1.0,18.9,PR14,5221751951484118459
P0114,S0028,2018-09-13,0.0,0.0,70.0,0.9,PR14,207716616982932184
P0185,S0043,2018-07-19,0.0,0.0,3.0,0.75,PR14,3946137303301482914
P0103,S0036,2019-07-20,9.0,35.42,71.0,4.25,PR07,2958208366093838030
P0046,S0104,2018-08-31,0.0,0.0,15.0,51.5,PR14,5412193947161342096
P0662,S0040,2017-12-09,0.0,0.0,9.0,8.0,PR14,2555208918039436345
P0321,S0078,2017-07-31,0.0,0.0,7.0,11.95,PR09,2380462288942035
P0223,S0085,2018-04-02,0.0,0.0,25.0,12.9,PR05,1024719865399416530
P0100,S0012,2018-08-01,0.0,0.0,9.0,5.9,PR14,1059085436980070518
P0569,S0012,2018-07-30,2.0,6.3,12.0,3.4,PR14,2584017971265837524
P0324,S0106,2019-12-25,,,,89.9,PR05,7481630117915026807
P0241,S0085,2019-03-01,0.0,0.0,6.0,16.95,PR14,5624767670741786560
P0682,S0022,2018-07-28,1.0,4.4,15.0,4.75,PR14,1037274774690758456
P0559,S0012,2019-08-08,0.0,0.0,132.0,33.5,PR14,3332611929200177274
P0741,S0132,2019-05-13,0.0,0.0,3.0,32.9,PR05,8095610796900940962
P0400,S0084,2017-05-19,0.0,0.0,3.0,7.5,PR14,5082253349432467650
P0399,S0048,2019-12-06,,,,6.9,PR05,3114923297957571764
P0740,S0040,2019-05-25,0.0,0.0,1.0,20.9,PR14,6723962495583070707
P0726,S0031,2018-05-10,0.0,0.0,5.0,1.0,PR14,3928971192799443932
P0063,S0026,2019-12-16,,,,5.9,PR14,6500164332663240514
P0255,S0126,2019-11-23,,,,29.95,PR14,6705192168692583514
P0629,S0133,2019-12-15,,,,3.45,PR14,1576301653242728424
P0747,S0090,2019-06-21,0.0,0.0,4.0,20.9,PR14,8540565948658186678
P0198,S0020,2019-05-10,0.0,0.0,90.0,0.7,PR03,8386623695859588705
P0614,S0067,2018-03-24,0.0,0.0,6.0,19.9,PR14,7903277995957480011
P0591,S0058,2018-04-28,0.0,0.0,3.0,7.95,PR14,2652095819281037150
P0608,S0040,2017-05-05,0.0,0.0,5.0,9.9,PR14,222961978070642324
P0681,S0083,2017-04-18,0.0,0.0,2.0,9.9,PR14,7986658839401238369
P0268,S0123,2018-08-26,5.0,5.79,9.0,1.25,PR14,5234351343563198250
P0464,S0115,2019-07-12,1.0,16.86,8.0,19.9,PR14,3266845368814986607
P0277,S0090,2019-03-09,0.0,0.0,12.0,4.25,PR14,2929361822340991019
P0747,S0012,2018-10-07,0.0,0.0,10.0,19.75,PR14,6753845358609853515
P0747,S0001,2018-03-27,0.0,0.0,8.0,15.9,PR14,573195918370806476
P0220,S0088,2017-10-12,0.0,0.0,7.0,1.85,PR14,4581709075032721704
P0609,S0031,2017-07-03,0.0,0.0,1.0,1.25,PR14,8118882947769739576
P0097,S0026,2018-08-25,0.0,0.0,18.0,18.5,PR14,2278904358256490355
P0425,S0104,2017-05-14,0.0,0.0,33.0,5.9,PR14,1664798464867299553
P0090,S0032,2018-07-04,0.0,0.0,27.0,3.9,PR14,1710964749680712000
P0400,S0033,2018-04-22,0.0,0.0,2.0,8.0,PR14,2589892931545094876
P0260,S0142,2018-09-06,0.0,0.0,13.0,19.5,PR14,8469596758719959657
P0269,S0092,2019-05-09,0.0,0.0,7.0,,PR14,6542383791310776484
P0087,S0036,2019-02-26,0.0,0.0,16.0,1.75,PR14,8715415709545760895
P0082,S0101,2019-01-08,0.0,0.0,6.0,8.0,PR14,5372493743406899505
P0506,S0101,2019-02-19,0.0,0.0,9.0,11.9,PR05,1951890377419425188
P0436,S0085,2019-06-08,0.0,0.0,2.0,4.75,PR14,458590657281142090
P0712,S0023,2019-03-14,0.0,0.0,54.0,28.5,PR14,7735448713545122359
P0161,S0094,2018-12-20,0.0,0.0,12.0,9.5,PR14,8916655727175399507
P0116,S0023,2017-11-04,0.0,0.0,16.0,1.15,PR14,3273374495176112149
P0470,S0013,2017-08-21,0.0,0.0,4.0,23.25,PR14,3137237113182434943
P0412,S0056,2018-07-01,0.0,0.0,6.0,8.9,PR14,5725103345282137560
P0637,S0001,2019-05-06,0.0,0.0,5.0,47.9,PR14,6946861035929809093
P0212,S0078,2018-03-18,0.0,0.0,3.0,10.75,PR14,5413747160168892933
P0716,S0132,2019-02-04,0.0,0.0,6.0,7.9,PR14,711921148637619269
P0458,S0085,2019-04-27,1.0,6.14,85.0,7.25,PR14,8171798102923485810
P0613,S0088,2017-06-21,0.0,0.0,5.0,6.45,PR14,5987580958865529836
P0600,S0008,2018-06-24,0.0,0.0,14.0,4.9,PR14,1396188952068137161
P0339,S0126,2019-08-24,0.0,0.0,2.0,10.0,PR14,1280515424854687262
P0206,S0014,2018-02-02,0.0,0.0,1.0,1.75,PR14,1701796166283539579
P0195,S0043,2018-03-06,0.0,0.0,2.0,5.95,PR05,6130046628999210185
P0646,S0142,2018-11-08,0.0,0.0,10.0,8.0,PR14,1792301370475243120
P0044,S0135,2017-11-10,0.0,0.0,12.0,6.9,PR14,1898883435874044299
P0217,S0137,2019-11-28,,,,4.95,PR14,5996919764562226939
P0125,S0072,2017-05-29,1.0,2.96,0.0,,PR14,1643984221580155203
P0116,S0036,2018-03-26,0.0,0.0,22.0,1.15,PR14,8629186627657199228
